City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
336,Pisco,PE,-13.7,-76.2167,68.05,83,75,16.11,broken clouds
337,Billings,US,45.7833,-108.5007,27.28,62,81,3.0,broken clouds
338,Lorengau,PG,-2.0226,147.2712,86.86,72,76,16.71,light rain
339,Umea,SE,63.8284,20.2597,3.13,85,75,3.44,light snow
340,Alugan,PH,12.2188,125.4808,79.48,79,63,14.32,broken clouds
341,Narrabri,AU,-30.3167,149.7833,77.52,50,73,5.75,broken clouds
342,Kutum,SD,14.2,24.6667,62.33,23,3,6.24,clear sky
343,Kendallville,US,41.4414,-85.265,38.52,100,90,9.22,moderate rain
344,Wum,CM,6.3833,10.0667,68.99,56,100,3.33,overcast clouds
345,Srednekolymsk,RU,67.45,153.6833,-48.41,99,75,4.72,broken clouds
346,Deputatskiy,RU,69.3,139.9,-23.37,97,100,2.66,overcast clouds
347,Hammerfest,NO,70.6634,23.6821,28.85,80,20,24.16,few clouds
348,Bonnyville,CA,54.2668,-110.735,-6.48,91,5,6.89,clear sky
349,Chokurdakh,RU,70.6333,147.9167,-42.47,99,57,5.79,broken clouds
350,Fuxin,CN,42.0156,121.6589,28.76,74,100,7.34,overcast clouds
351,Sabang,ID,5.8933,95.3214,81.21,75,94,15.28,overcast clouds
352,Sitka,US,57.0531,-135.33,32.86,94,100,3.8,light snow
353,Carnarvon,AU,-24.8667,113.6333,77.07,69,0,17.27,clear sky
354,Ishigaki,JP,24.3448,124.1572,73.53,64,75,16.11,broken clouds
355,Lewisville,US,33.0462,-96.9942,75.76,71,40,5.01,scattered clouds
356,Kiama,AU,-34.6833,150.8667,71.26,65,99,1.01,light rain
357,Komsomolskiy,UZ,40.4272,71.7189,36.82,80,93,4.61,mist
358,Esperance,AU,-33.8667,121.9,64.24,65,99,11.59,overcast clouds
359,Antalaha,MG,-14.9003,50.2788,73.47,88,5,5.75,light rain
360,Yamada,JP,39.4667,141.95,44.19,66,6,5.35,clear sky
361,Salalah,OM,17.0151,54.0924,70.81,39,0,8.05,clear sky
362,Santarem,BR,-2.4431,-54.7083,78.93,89,75,2.3,broken clouds
363,Ixtapa,MX,20.7,-105.2,80.22,81,95,3.0,overcast clouds
364,Hofn,IS,64.2539,-15.2082,41.36,97,100,29.44,heavy intensity rain
365,San Patricio,US,28.017,-97.5169,77.54,84,100,13.47,overcast clouds
366,Cedar City,US,37.6775,-113.0619,53.19,23,34,6.46,scattered clouds
367,Yar-Sale,RU,66.8333,70.8333,-14.26,91,51,14.81,broken clouds
368,Obigarm,TJ,38.7173,69.7088,38.39,67,56,6.44,broken clouds
369,Chaman,PK,30.9236,66.4512,40.89,53,0,3.0,clear sky
370,Seoul,KR,37.5683,126.9778,35.04,93,0,1.14,clear sky
371,Limpapa,PH,7.1197,121.9106,74.53,72,38,5.55,scattered clouds
372,Natitingou,BJ,10.3042,1.3796,74.46,21,96,4.63,overcast clouds
373,Hlotse,LS,-28.8718,28.045,56.14,91,100,3.98,overcast clouds
374,Manokwari,ID,-0.8667,134.0833,83.16,73,96,3.0,overcast clouds
375,Ulagan,RU,50.6321,87.9563,5.79,81,99,1.45,overcast clouds
376,Lasa,IT,46.6166,10.7002,29.62,92,99,5.68,overcast clouds
377,Vostok,RU,46.4856,135.8833,26.76,93,62,5.99,broken clouds
378,Korla,CN,41.7597,86.1469,29.5,56,99,1.05,overcast clouds
379,Kvareli,GE,41.9524,45.8151,48.27,51,8,7.05,clear sky
380,Aguas Vermelhas,BR,-15.7472,-41.46,64.98,98,17,3.96,light rain
381,Zhigalovo,RU,54.8097,105.1578,13.5,96,98,3.71,overcast clouds
382,Darhan,MN,49.4867,105.9228,12.43,85,16,7.65,few clouds
383,Termiz,UZ,37.2242,67.2783,39.29,75,0,6.91,clear sky
384,Skelleftea,SE,64.7507,20.9528,-10.84,77,75,4.61,light snow
385,Gombong,ID,-7.6072,109.5142,82.83,85,98,2.15,overcast clouds
386,Gujar Khan,PK,33.2558,73.3026,51.64,70,0,6.02,clear sky
387,Puerto Leguizamo,CO,-0.1934,-74.7819,72.79,97,69,0.74,broken clouds
388,Callaguip,PH,18.0714,120.4867,79.05,73,75,5.75,broken clouds
389,Verkhoyansk,RU,67.5447,133.385,-20.31,99,100,0.72,overcast clouds
390,Champerico,GT,14.3,-91.9167,90.14,68,1,6.44,clear sky
391,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,84,55,3.53,broken clouds
392,Nalut,LY,30.3333,10.85,45.7,37,0,9.82,clear sky
393,Gloucester,GB,51.8657,-2.2431,39.72,87,74,2.95,broken clouds
394,Tezu,IN,27.9167,96.1667,64.06,60,90,3.33,overcast clouds
395,Volkhov,RU,59.9258,32.3382,-4.79,97,9,4.52,clear sky
396,Laranjeiras Do Sul,BR,-25.4078,-52.4161,66.2,77,55,2.46,light rain
397,Ancud,CL,-41.8697,-73.8203,71.13,75,36,4.38,scattered clouds
398,Marquette,US,46.5333,-87.6335,26.67,92,100,11.41,snow
399,Palmer,US,42.1584,-72.3287,38.03,71,100,3.96,overcast clouds
400,Svetlyy,RU,54.675,20.1347,26.65,92,100,13.8,overcast clouds
401,Ayan,RU,56.45,138.1667,22.28,67,100,6.82,overcast clouds
402,Mao,ES,39.8885,4.2658,45.16,76,20,5.75,few clouds
403,Tucuman,AR,-26.8241,-65.2226,77.0,73,75,5.75,broken clouds
404,Porto Novo,BJ,6.4965,2.6036,84.02,84,96,7.36,overcast clouds
405,Kota Belud,MY,6.351,116.4305,76.86,81,94,1.32,overcast clouds
406,Karatuzskoye,RU,53.6072,92.8667,6.33,96,71,2.48,broken clouds
407,Ede,NL,52.0333,5.6583,39.97,98,90,6.91,mist
408,Chapais,CA,49.7834,-74.8492,1.18,98,95,4.05,overcast clouds
409,Yuzhno-Kurilsk,RU,44.0306,145.8556,42.78,70,6,7.54,clear sky
410,Pemangkat,ID,1.1667,108.9667,80.98,79,100,10.42,overcast clouds
411,Aguimes,ES,27.9054,-15.4461,63.23,63,20,21.85,few clouds
412,Kirkland Lake,CA,48.1446,-80.0377,9.43,85,100,7.07,overcast clouds
413,Araouane,ML,18.9048,-3.5265,61.88,15,65,10.33,broken clouds
414,Quatre Cocos,MU,-20.2078,57.7625,78.1,74,40,10.98,light rain
415,Moussoro,TD,13.6408,16.4901,75.0,17,16,12.39,few clouds
416,Harper,LR,4.375,-7.7169,79.84,82,12,7.52,light rain
417,Kelso,US,46.1468,-122.9084,45.75,95,90,1.01,overcast clouds
418,Antofagasta,CL,-23.65,-70.4,63.68,76,54,2.44,broken clouds
419,Sorong,ID,-0.8833,131.25,81.66,83,91,4.47,overcast clouds
420,Iralaya,HN,15.0,-83.2333,80.69,88,12,8.1,few clouds
421,Comarapa,BO,-17.9,-64.4833,56.77,98,100,2.64,light rain
422,Saint-Pierre,RE,-21.3393,55.4781,76.64,70,0,6.91,clear sky
423,Tubmanburg,LR,6.8708,-10.8172,75.45,94,65,2.39,light rain
424,Penarroya-Pueblonuevo,ES,38.3,-5.2667,42.46,91,12,5.66,few clouds
425,Christchurch,NZ,-43.5333,172.6333,53.02,87,90,10.36,light rain
426,Tanda,IN,26.55,82.65,68.94,63,36,3.24,scattered clouds
427,Den Helder,NL,52.9599,4.7593,40.01,93,90,11.99,mist
428,Santa Marta,CO,11.2408,-74.199,86.05,62,75,6.91,broken clouds
429,Eyl,SO,7.9803,49.8164,74.03,69,37,12.82,scattered clouds
430,Turukhansk,RU,65.8167,87.9833,-36.49,99,18,4.63,few clouds
431,Sembe,CG,1.6481,14.5806,73.71,80,85,1.97,overcast clouds
432,Necochea,AR,-38.5473,-58.7368,61.03,84,0,8.72,clear sky
433,Shingu,JP,33.7333,135.9833,52.79,84,95,3.04,overcast clouds
434,Biak,ID,-0.9131,122.8766,78.8,83,100,1.72,overcast clouds
435,Alofi,NU,-19.0595,-169.9187,80.49,78,84,16.11,broken clouds
436,Worland,US,44.0169,-107.9554,27.59,68,72,5.99,broken clouds
437,Bayan,CN,46.0833,127.4,16.18,93,98,5.77,overcast clouds
438,Bandarbeyla,SO,9.4942,50.8122,75.87,67,5,14.29,clear sky
439,Merauke,ID,-8.4667,140.3333,83.44,75,100,3.96,moderate rain
440,Mantua,IT,45.1667,10.7833,44.35,90,27,1.01,scattered clouds
441,Impfondo,CG,1.6381,18.0667,72.05,92,100,2.26,overcast clouds
442,Namibe,AO,-15.1961,12.1522,71.82,64,5,4.74,clear sky
443,Mozarlandia,BR,-14.7447,-50.5706,74.03,89,59,4.79,broken clouds
444,Kovur,IN,14.4833,79.9833,73.74,77,15,2.82,few clouds
445,Atbasar,KZ,51.8,68.3333,7.03,93,80,4.56,broken clouds
446,Xingcheng,CN,40.6167,120.7167,39.69,44,100,20.2,overcast clouds
447,Oudtshoorn,ZA,-33.5907,22.2014,63.99,84,81,4.83,moderate rain
448,Dongsheng,CN,39.8161,109.9776,21.88,49,0,7.18,clear sky
449,Mutis,CO,6.2262,-77.4044,77.47,92,100,7.67,light rain
450,San Matias,BO,-16.3667,-58.4,74.01,97,100,11.23,heavy intensity rain
451,Rehoboth,NA,-23.3167,17.0833,59.76,25,0,2.13,clear sky
452,Nybro,SE,56.7446,15.9071,30.04,91,45,4.81,light snow
453,Roswell,US,34.0232,-84.3616,60.57,87,80,1.01,broken clouds
454,Solnechnyy,RU,50.7214,136.6319,14.7,89,87,4.03,overcast clouds
455,Avila,ES,40.5833,-5.0,38.64,95,81,10.42,broken clouds
456,Newport,GB,51.5877,-2.9984,39.85,87,60,1.97,broken clouds
457,Ambon,ID,-3.6954,128.1814,84.34,74,40,13.8,scattered clouds
458,Danilov,RU,58.1908,40.1717,1.96,90,28,5.37,scattered clouds
459,Adeje,ES,28.1227,-16.726,68.56,61,20,29.93,few clouds
460,Terrace Bay,CA,48.7834,-87.1,23.95,93,100,20.36,snow
461,Kenai,US,60.5544,-151.2583,20.14,89,100,7.4,light snow
462,Arman,RU,59.7,150.1667,-12.84,90,22,5.39,few clouds
463,Bara,NG,10.3744,10.7288,72.45,26,52,7.23,broken clouds
464,Bethanien,NA,-26.502,17.1583,56.91,61,0,5.41,clear sky
465,Oshnaviyeh,IR,37.0397,45.0983,38.03,83,97,6.17,overcast clouds
466,Urusha,RU,54.05,122.9,10.81,78,77,7.0,broken clouds
467,Sulangan,PH,11.1373,123.7228,80.92,74,34,18.95,scattered clouds
468,Avera,US,33.194,-82.5271,64.06,72,99,5.99,overcast clouds
469,Manggar,ID,-2.8833,108.2667,77.72,90,99,9.91,heavy intensity rain
470,Rodrigues Alves,BR,-7.738,-72.6509,72.09,100,100,1.5,overcast clouds
471,Kisaran,ID,2.9845,99.6158,73.6,91,100,3.29,overcast clouds
472,Bilibino,RU,68.0546,166.4372,-18.18,99,100,2.66,overcast clouds
473,Ulladulla,AU,-35.35,150.4667,70.88,58,100,5.48,overcast clouds
474,Padang,ID,-0.9492,100.3543,73.45,84,98,3.47,overcast clouds
475,Inongo,CD,-1.95,18.2667,71.06,93,97,3.24,overcast clouds
476,Lantawan,PH,10.6167,123.9833,77.9,77,37,10.33,scattered clouds
477,Baykit,RU,61.67,96.37,-10.95,96,100,3.24,overcast clouds
478,Rafai,CF,4.95,23.9167,71.01,76,100,2.66,overcast clouds
479,Iranshahr,IR,27.2025,60.6848,58.91,37,9,3.8,clear sky
480,Pilar,BR,-9.5972,-35.9567,73.58,93,66,4.99,broken clouds
481,Iwanai,JP,42.9744,140.5089,36.97,80,61,5.59,broken clouds
482,Karratha,AU,-20.7377,116.8463,91.81,24,25,17.58,scattered clouds
483,Henties Bay,NA,-22.116,14.2845,58.86,92,0,8.86,clear sky
484,Wanganui,NZ,-39.9333,175.05,67.59,87,96,3.0,light rain
485,Cozumel,MX,20.5083,-86.9458,78.12,87,24,7.0,few clouds
486,Mogapi,BW,-22.323,27.8349,68.0,86,100,8.99,overcast clouds
487,Walvis Bay,NA,-22.9575,14.5053,59.09,87,0,9.89,clear sky
488,Arieseni,RO,46.4833,22.7667,34.59,98,100,2.39,light rain
489,Pangnirtung,CA,66.1451,-65.7125,4.91,98,100,6.87,light snow
490,Teknaf,BD,20.8624,92.3058,75.09,85,80,6.26,broken clouds
491,Mandalgovi,MN,45.7625,106.2708,17.8,46,0,9.78,clear sky
492,Port Hardy,CA,50.6996,-127.4199,37.76,71,100,7.36,overcast clouds
493,Heihe,CN,50.2441,127.4902,0.39,95,64,3.62,broken clouds
494,Half Moon Bay,US,37.4636,-122.4286,65.25,77,1,10.36,clear sky
495,Mangrol,IN,21.1167,70.1167,71.89,61,0,11.45,clear sky
496,Kalmunai,LK,7.4167,81.8167,76.91,85,2,1.99,clear sky
497,Veraval,IN,20.9,70.3667,72.1,61,0,11.45,clear sky
498,Sanmenxia,CN,34.7747,111.1814,39.25,52,3,4.65,clear sky
499,Nabire,ID,-3.3667,135.4833,85.5,63,82,5.53,broken clouds
500,Westport,US,41.1415,-73.3579,46.38,63,93,11.01,overcast clouds
501,Nioro,GM,13.35,-15.75,78.91,19,78,5.59,broken clouds
502,La Paz,BO,-16.5,-68.15,48.13,79,100,7.81,overcast clouds
503,Hami,CN,42.8,93.45,28.67,53,100,3.96,overcast clouds
504,Ostrovnoy,RU,68.0531,39.5131,9.79,74,85,22.77,overcast clouds
505,Haicheng,CN,40.8516,122.7475,33.58,64,100,10.36,overcast clouds
506,Lagunas,PE,-5.2269,-75.6753,75.52,88,98,2.1,overcast clouds
507,Znamenskoye,RU,57.1281,73.8282,28.96,96,100,6.8,overcast clouds
508,Pasighat,IN,28.0667,95.3333,63.7,61,85,2.71,overcast clouds
509,Kudahuvadhoo,MV,2.6708,72.8944,81.5,78,82,14.54,broken clouds
510,Moranbah,AU,-22.0016,148.0466,84.69,48,22,12.66,few clouds
511,Sibolga,ID,1.7427,98.7792,75.83,84,76,3.11,broken clouds
512,Lata,PT,40.1629,-8.3327,52.81,94,47,1.66,scattered clouds
513,Lubumbashi,CD,-11.6609,27.4794,65.43,73,28,2.95,scattered clouds
514,Coihaique,CL,-45.5752,-72.0662,59.13,75,24,6.06,few clouds
515,Roebourne,AU,-20.7833,117.1333,94.51,20,33,18.14,scattered clouds
516,Mokokchung,IN,26.3333,94.5333,53.76,87,98,2.86,overcast clouds
517,Umuahia,NG,5.5263,7.4896,76.05,88,100,4.07,light rain
518,Lichinga,MZ,-13.3128,35.2406,64.33,78,91,11.97,overcast clouds
519,Huarmey,PE,-10.0681,-78.1522,66.9,86,100,9.62,overcast clouds
520,Zhuhai,CN,22.2769,113.5678,64.98,63,0,13.8,clear sky
521,Marienburg,PL,54.0359,19.0266,35.11,87,100,10.65,overcast clouds
522,Ekibastuz,KZ,51.6667,75.3667,28.17,85,100,8.93,overcast clouds
523,Stephenville,US,32.2207,-98.2023,74.19,69,75,11.5,broken clouds
524,Sujiatun,CN,41.6592,123.3392,30.38,86,99,2.24,overcast clouds
525,Severo-Yeniseyskiy,RU,60.3725,93.0408,8.42,96,100,2.71,light snow
526,Riberalta,BO,-10.9833,-66.1,74.19,97,99,2.17,moderate rain
527,Kunyang,CN,27.6658,120.5658,52.36,78,1,4.25,clear sky
528,Tres Marias,MX,19.0522,-99.2431,63.46,35,31,1.48,scattered clouds
529,Arlit,NE,18.7369,7.3853,68.05,18,6,5.93,clear sky
530,Hamilton,US,39.1834,-84.5333,60.42,89,90,1.01,overcast clouds
531,Makat,KZ,47.6469,53.3463,35.69,66,100,8.25,overcast clouds
532,Ostersund,SE,63.1792,14.6357,10.85,72,90,10.36,overcast clouds
533,Muroto,JP,33.2833,134.15,55.13,62,94,6.06,overcast clouds
534,Sakaiminato,JP,35.55,133.2333,35.58,100,20,3.44,few clouds
535,Ocos,GT,14.5094,-92.1933,83.73,69,0,5.77,clear sky
536,Petauke,ZM,-14.2426,31.3253,71.29,42,19,4.14,few clouds
537,Tautira,PF,-17.7333,-149.15,86.02,72,86,18.23,overcast clouds
538,Asau,RO,46.4333,26.4,33.96,82,95,2.75,overcast clouds
539,Santa Cruz,BO,-17.8,-63.1667,70.34,95,100,8.03,light rain
540,Krasnoselkup,RU,65.7,82.4667,-35.36,100,26,3.4,scattered clouds
541,Nikel,RU,69.4128,30.222,5.18,79,21,24.02,few clouds
542,Manjacaze,MZ,-24.7117,33.8828,76.71,65,50,8.93,scattered clouds
543,Ranong,TH,9.9658,98.6348,72.3,82,99,7.02,overcast clouds
544,Estevan,CA,49.1334,-102.9842,3.4,72,40,25.32,scattered clouds
545,Shaoyang,CN,27.2315,111.4525,49.59,53,0,1.41,clear sky
546,Salacgriva,LV,57.7536,24.3581,10.11,92,84,9.91,broken clouds
547,Gravdal,NO,68.1214,13.5031,23.5,69,12,8.95,few clouds
548,Palana,RU,59.1167,159.9667,19.92,86,100,29.8,light snow
549,Prince Rupert,CA,54.3161,-130.3201,31.59,74,100,2.68,overcast clouds
550,Akkermanovka,RU,51.2467,58.2391,26.37,89,100,3.47,overcast clouds
551,Tarakan,ID,3.3,117.6333,76.5,94,75,3.44,light rain
552,San Lawrenz,MT,36.0553,14.204,55.85,79,50,20.18,scattered clouds
553,Adrar,MR,20.5022,-10.0711,61.39,13,100,10.42,overcast clouds
554,Guatire,VE,10.4762,-66.5427,77.5,97,52,2.33,broken clouds
555,Podor,MR,16.6527,-14.9587,81.41,13,100,9.51,overcast clouds
556,Thinadhoo,MV,0.5333,72.9333,81.95,77,89,16.04,overcast clouds
557,Manono,CD,-7.3,27.4167,68.85,96,100,1.45,overcast clouds
558,Shancheng,CN,34.7953,116.0817,41.61,54,5,5.59,clear sky
559,Beringovskiy,RU,63.05,179.3167,7.23,81,100,34.34,overcast clouds
560,Moron,AR,-34.6534,-58.6198,69.98,78,14,5.99,few clouds
561,Songjianghe,CN,42.1859,127.479,32.07,88,82,6.04,broken clouds
562,Chikwawa,MW,-16.0335,34.8009,79.5,52,58,0.94,broken clouds
563,Nuuk,GL,64.1835,-51.7216,25.88,80,75,21.85,light shower snow
564,South Sioux City,US,42.4739,-96.4136,41.74,47,90,24.0,overcast clouds
565,Aktash,RU,50.3,87.7333,7.75,66,100,4.0,overcast clouds
566,Piranhas,BR,-16.4269,-51.8222,74.8,86,47,2.28,scattered clouds
567,Kingaroy,AU,-26.5333,151.8333,69.76,73,87,8.97,overcast clouds
568,Kargasok,RU,59.0556,80.8572,30.78,96,100,10.09,light snow
569,Touho,NC,-20.7833,165.2333,80.76,71,23,7.43,few clouds
570,Xilagani,GR,40.9833,25.4167,58.39,86,36,6.55,scattered clouds
571,Skibbereen,IE,51.55,-9.2667,44.4,97,100,15.77,overcast clouds
572,Sambava,MG,-14.2667,50.1667,74.77,88,7,9.8,light rain
573,Lokoja,NG,7.8024,6.743,80.13,35,71,1.7,broken clouds
574,Yumen,CN,40.2833,97.2,23.36,53,43,6.6,scattered clouds
575,Bar Harbor,US,44.3876,-68.2039,31.91,64,1,3.44,clear sky
576,Meulaboh,ID,4.1363,96.1285,76.3,85,93,3.13,overcast clouds
577,Vanavara,RU,60.34,102.2797,-4.09,99,100,2.75,overcast clouds
578,Sinop,TR,41.7711,34.8709,47.64,78,24,11.39,few clouds
579,Viru,PE,-8.4167,-78.75,63.7,74,100,4.23,overcast clouds
580,Denpasar,ID,-8.65,115.2167,76.71,88,75,14.16,moderate rain
581,Carballo,ES,43.213,-8.691,51.49,93,86,3.27,overcast clouds
582,Portel,BR,-1.9356,-50.8211,75.94,89,94,3.49,light rain
583,Bhatkal,IN,13.9667,74.5667,74.52,80,16,4.05,few clouds
584,Ust-Kulom,RU,61.6864,53.6902,-20.43,99,29,4.16,scattered clouds
585,Lagoa,PT,39.05,-27.9833,63.18,75,91,11.86,overcast clouds
586,Concarneau,FR,47.875,-3.9225,45.37,73,82,10.78,broken clouds
587,Fort Nelson,CA,58.8053,-122.7002,-15.27,98,5,0.56,clear sky
588,Lewistown,US,40.5992,-77.5714,47.61,34,90,4.61,overcast clouds
589,Isla Vista,US,34.4133,-119.861,78.3,61,1,4.61,clear sky
590,Ascoli Piceno,IT,42.8548,13.5749,43.25,88,96,2.8,overcast clouds
591,Mnogovershinnyy,RU,53.9353,139.9242,5.13,91,94,3.6,overcast clouds
592,Altay,CN,47.8667,88.1167,27.21,55,98,8.03,overcast clouds
593,Newcastle,AU,-32.9272,151.7765,73.98,61,100,3.0,overcast clouds
594,Fare,PF,-16.7,-151.0167,81.0,70,53,14.63,broken clouds
595,Ivnya,RU,51.0629,36.1343,24.71,69,100,6.2,overcast clouds
596,Qinhuangdao,CN,39.9317,119.5883,41.13,42,100,10.38,overcast clouds
597,Kodinsk,RU,58.6881,99.1844,22.64,97,100,2.04,light snow
598,Wilmington,US,34.2257,-77.9447,62.51,88,90,3.44,overcast clouds
599,Borger,NL,52.9233,6.7931,37.04,93,99,5.97,overcast clouds
600,Gazanjyk,TM,39.2446,55.5154,47.71,58,99,6.89,overcast clouds
601,Wheeling,US,42.1392,-87.929,40.01,92,90,0.0,mist
602,Hearst,CA,49.6835,-83.6665,16.03,92,100,6.8,overcast clouds
603,Makakilo City,US,21.3469,-158.0858,73.62,79,78,11.5,light rain
604,Sopotu Nou,RO,44.8419,21.8628,42.62,94,100,6.89,light rain
605,Odweyne,SO,9.4092,45.064,61.38,54,5,2.42,clear sky
606,Nhulunbuy,AU,-12.2333,136.7667,86.61,62,40,8.05,scattered clouds
607,Talcahuano,CL,-36.7167,-73.1167,58.68,88,0,10.36,clear sky
608,Zeya,RU,53.75,127.2667,6.53,96,99,1.74,overcast clouds
609,Dunedin,NZ,-45.8742,170.5036,54.81,66,97,3.0,overcast clouds
610,Khash,IR,28.2211,61.2158,45.16,41,8,1.39,clear sky
611,Elko,US,41.0002,-115.5012,49.23,39,62,11.01,broken clouds
612,Chenove,FR,47.2932,5.0046,38.01,93,90,2.3,overcast clouds
613,Miri,MY,4.4148,114.0089,77.14,91,100,9.84,overcast clouds
614,Kununurra,AU,-15.7667,128.7333,78.78,83,75,8.05,broken clouds
615,Ahuimanu,US,21.4447,-157.8378,76.71,75,75,4.61,light rain
616,Dordrecht,NL,51.81,4.6736,40.06,93,100,1.01,overcast clouds
617,Chemax,MX,20.65,-87.9333,72.41,89,4,3.96,clear sky
618,Tabou,CI,4.423,-7.3528,79.86,83,37,5.99,light rain
619,Ormond Beach,US,29.2858,-81.0559,71.74,72,40,0.0,scattered clouds
620,Graaff-Reinet,ZA,-32.2522,24.5308,58.93,88,56,1.03,broken clouds
621,San Quintin,MX,30.4833,-115.95,62.26,77,0,13.27,clear sky
622,King City,US,36.2127,-121.126,72.77,30,1,7.7,clear sky
623,La Ronge,CA,55.1001,-105.2842,-10.46,91,77,8.72,broken clouds
624,Xuddur,SO,4.1213,43.8894,69.4,81,22,9.75,few clouds
625,Okha,RU,53.5739,142.9478,11.32,92,84,6.2,broken clouds
626,Marabba,SD,12.35,32.1833,78.89,25,5,11.48,clear sky
627,Batouri,CM,4.4333,14.3667,72.01,58,100,2.44,overcast clouds
628,Humaita,BR,-7.5061,-63.0208,75.34,98,100,1.88,moderate rain
629,Kupang,ID,-10.1667,123.5833,81.18,94,40,2.3,scattered clouds
630,Sumbe,AO,-11.2061,13.8437,77.31,89,64,4.07,broken clouds
631,Camopi,GF,3.1655,-52.3158,72.66,99,100,1.32,overcast clouds
632,Abnub,EG,27.2696,31.1511,57.78,62,76,5.48,broken clouds
633,Moose Factory,CA,51.2585,-80.6094,5.99,97,78,3.04,broken clouds
634,Celestun,MX,20.8667,-90.4,75.69,70,0,10.98,clear sky
635,Udachnyy,RU,66.4167,112.4,-32.24,99,99,5.91,overcast clouds
636,Camana,PE,-16.6228,-72.7111,68.61,82,100,5.79,overcast clouds
637,Rudbar,AF,30.15,62.6,50.68,50,2,7.23,clear sky
638,High Level,CA,58.5169,-117.136,-18.18,100,6,0.87,clear sky
639,Roald,NO,62.5833,6.1333,37.33,69,90,14.97,overcast clouds
640,Fuerte Olimpo,PY,-21.0415,-57.8738,80.15,58,54,3.47,broken clouds
641,Lazaro Cardenas,MX,17.9583,-102.2,79.29,80,77,4.56,broken clouds
642,Husavik,IS,66.0449,-17.3389,39.51,77,100,26.66,moderate rain
643,Narsingdi,BD,23.9208,90.7181,68.02,96,100,9.37,overcast clouds
644,Teahupoo,PF,-17.8333,-149.2667,82.36,72,96,18.86,overcast clouds
645,Paita,PE,-5.0892,-81.1144,67.1,82,97,15.82,overcast clouds
646,Springdale,US,36.1867,-94.1288,67.19,89,90,15.99,overcast clouds
647,Yulara,AU,-25.2406,130.9889,82.51,25,0,16.49,clear sky
648,Boa Vista,BR,2.8197,-60.6733,84.18,65,75,12.66,broken clouds
649,Ampanihy,MG,-24.7,44.75,70.9,82,0,4.5,clear sky
650,Tete,MZ,-16.1564,33.5867,80.1,46,22,4.38,few clouds
651,Ananas,HT,19.2466,-71.9557,71.6,82,55,4.21,broken clouds
652,Fengzhen,CN,40.4394,113.1536,18.3,71,0,3.58,clear sky
653,Sooke,CA,48.3746,-123.7276,40.57,87,100,5.5,overcast clouds
654,Sandakan,MY,5.8402,118.1179,77.65,88,83,2.73,broken clouds
655,Kure,JP,34.2333,132.5667,48.47,72,56,5.35,broken clouds
656,Fez,MA,34.0372,-4.9998,52.05,87,75,4.61,broken clouds
657,Kerema,PG,-7.9631,145.7785,82.02,73,89,5.79,overcast clouds
658,Buraydah,SA,26.326,43.975,61.27,25,11,10.56,few clouds
659,Marsh Harbour,BS,26.5412,-77.0636,77.14,75,3,14.5,clear sky
660,Takoradi,GH,4.8845,-1.7554,80.19,83,39,7.94,scattered clouds
661,Catamarca,AR,-28.4696,-65.7852,77.77,55,97,3.0,overcast clouds
662,Anton Lizardo,MX,19.05,-95.9833,78.22,82,1,9.69,clear sky
663,Sinnamary,GF,5.3833,-52.95,77.16,88,100,5.99,overcast clouds
664,The Valley,AI,18.217,-63.0578,81.1,68,69,21.81,broken clouds
665,Badou,TG,7.5833,0.6,75.27,33,57,1.81,broken clouds
666,Yatou,CN,37.15,122.3833,47.97,80,47,6.51,scattered clouds
667,Hualmay,PE,-11.0964,-77.6139,66.83,84,100,10.2,overcast clouds
668,Vigrestad,NO,58.5667,5.7,28.99,64,60,23.51,broken clouds
669,Jerome,US,42.7241,-114.5186,44.15,59,1,21.85,clear sky
670,Sesheke,ZM,-17.4759,24.2968,67.98,80,98,3.78,overcast clouds
671,Vavuniya,LK,8.7514,80.4971,71.87,97,0,2.75,clear sky
672,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,19.45,75,100,17.38,overcast clouds
673,Simao,CN,22.7886,100.9748,53.28,79,64,2.19,broken clouds
674,Hambantota,LK,6.1241,81.1185,77.09,87,35,6.08,scattered clouds
675,Green River,US,41.5286,-109.4662,44.15,33,59,8.99,broken clouds
676,Kamenka,RU,51.3223,42.7678,27.09,66,97,6.22,overcast clouds
677,Mapimi,MX,25.8167,-103.85,74.17,24,100,2.37,overcast clouds
678,Havre-Saint-Pierre,CA,50.2334,-63.5986,24.1,55,75,15.21,broken clouds
679,Ust-Uda,RU,54.1742,103.0304,7.39,99,98,3.36,overcast clouds
680,Marseille,FR,43.3333,5.5,44.11,75,5,4.0,clear sky
681,Parbatipur,BD,25.6649,88.9247,67.32,79,88,3.27,overcast clouds
682,Agadez,NE,19.75,10.25,61.2,22,36,6.46,scattered clouds
683,Otradnoye,RU,59.7775,30.8181,-1.44,97,8,4.52,clear sky
684,Kyrksaeterora,NO,63.2906,9.0891,29.05,86,64,7.02,broken clouds
685,Bridlington,GB,54.0831,-0.1919,39.15,67,96,4.29,overcast clouds
686,Goderich,CA,43.7501,-81.7165,33.03,89,100,30.09,snow
687,Santa Quiteria,BR,-4.3319,-40.1567,84.69,50,42,7.72,scattered clouds
